,0
series,fwd_ret_1d
count,2086
mean,0.001103428062520957
std,0.019280383137299482
min,-0.1286472611045183
25%,-0.007920436264684055
50%,0.0011645586259277918
75%,0.010902423953002505
max,0.15328838258086197
iqr,0.01882286021768656
lower_fence,-0.036154726591213895
upper_fence,0.039136714279532345
n_lower_outliers,62
n_upper_outliers,49
skew_hint,left-skew candidate
