,0
x_col,ret_3d
y_col,fwd_ret_1d
intercept,0.001186699329979408
coef,-0.0274473750478947
std_err,0.013211910882557774
t_value,-2.0774720093011254
p_value,0.03788038644627858
r_squared,0.0020696576332779326
n_obs,2083
ci_low,-0.053357314301240175
ci_high,-0.0015374357945492322
